date,region,disease,cases,temperature,humidity,rainfall,year,month
2025-09-21,Guwahati,Malaria,110,30.9,86.4,0.5,2025,9
2025-09-22,Guwahati,Malaria,120,23.1,81.4,7.2,2025,9
2025-09-23,Guwahati,Malaria,116,28.1,95.0,1.3,2025,9
2025-09-24,Guwahati,Malaria,114,28.0,95.0,1.4,2025,9
2025-09-25,Guwahati,Malaria,115,29.4,89.2,48.2,2025,9
2025-09-26,Guwahati,Malaria,116,28.6,85.9,7.1,2025,9
2025-09-27,Guwahati,Malaria,116,24.8,79.4,34.4,2025,9
2025-09-28,Guwahati,Malaria,117,28.3,83.7,10.3,2025,9
2025-09-29,Guwahati,Malaria,115,22.9,84.8,10.1,2025,9
2025-09-30,Guwahati,Malaria,117,31.8,86.1,50.8,2025,9
2025-10-01,Guwahati,Malaria,94,32.6,71.6,15.6,2025,10
2025-10-02,Guwahati,Malaria,90,32.1,79.9,5.7,2025,10
2025-10-03,Guwahati,Malaria,96,29.8,69.4,4.4,2025,10
2025-10-04,Guwahati,Malaria,85,29.0,80.6,1.6,2025,10
2025-10-05,Guwahati,Malaria,85,23.7,67.0,0.4,2025,10
2025-10-06,Guwahati,Malaria,94,24.8,76.1,24.8,2025,10
2025-10-07,Guwahati,Malaria,89,35.3,67.1,1.8,2025,10
2025-10-08,Guwahati,Malaria,85,27.3,60.2,11.7,2025,10
2025-10-09,Guwahati,Malaria,95,29.8,80.7,11.6,2025,10
2025-10-10,Guwahati,Malaria,88,28.9,72.0,15.0,2025,10
2025-10-11,Guwahati,Malaria,92,26.8,88.7,9.9,2025,10
2025-10-12,Guwahati,Malaria,95,29.3,81.7,2.0,2025,10
2025-10-13,Guwahati,Malaria,91,32.0,80.8,35.6,2025,10
2025-10-14,Guwahati,Malaria,87,23.6,74.1,1.2,2025,10
2025-10-15,Guwahati,Malaria,94,24.4,75.8,3.8,2025,10
2025-10-16,Guwahati,Malaria,88,29.2,75.5,7.4,2025,10
2025-10-17,Guwahati,Malaria,92,24.3,79.4,14.2,2025,10
2025-10-18,Guwahati,Malaria,98,30.5,76.6,4.3,2025,10
2025-10-19,Guwahati,Malaria,91,32.0,85.9,17.7,2025,10
2025-10-20,Guwahati,Malaria,93,34.1,69.1,22.2,2025,10
2025-10-21,Guwahati,Malaria,94,25.3,75.7,7.7,2025,10
2025-10-22,Guwahati,Malaria,97,30.3,68.7,5.0,2025,10
2025-10-23,Guwahati,Malaria,91,31.2,75.1,10.8,2025,10
2025-10-24,Guwahati,Malaria,90,27.2,81.6,10.5,2025,10
2025-10-25,Guwahati,Malaria,92,28.2,74.0,15.2,2025,10
2025-10-26,Guwahati,Malaria,91,28.0,60.6,1.7,2025,10
2025-10-27,Guwahati,Malaria,88,32.1,79.2,12.8,2025,10
2025-10-28,Guwahati,Malaria,90,29.0,63.6,2.3,2025,10
2025-10-29,Guwahati,Malaria,88,24.1,73.8,7.0,2025,10
2025-10-30,Guwahati,Malaria,87,25.6,83.3,2.5,2025,10
2025-10-31,Guwahati,Malaria,88,27.2,70.1,1.1,2025,10
2025-11-01,Guwahati,Malaria,76,33.3,69.9,7.3,2025,11
2025-11-02,Guwahati,Malaria,64,29.5,80.7,1.4,2025,11
2025-11-03,Guwahati,Malaria,74,32.6,83.5,6.9,2025,11
2025-11-04,Guwahati,Malaria,72,31.0,67.8,7.1,2025,11
2025-11-05,Guwahati,Malaria,74,29.1,87.0,12.2,2025,11
2025-11-06,Guwahati,Malaria,64,33.5,87.3,4.3,2025,11
2025-11-07,Guwahati,Malaria,72,28.1,69.9,5.0,2025,11
2025-11-08,Guwahati,Malaria,67,29.2,65.3,8.3,2025,11
2025-11-09,Guwahati,Malaria,71,31.0,70.8,1.5,2025,11
2025-11-10,Guwahati,Malaria,64,27.5,73.4,6.1,2025,11
2025-11-11,Guwahati,Malaria,74,35.3,83.2,5.0,2025,11
2025-11-12,Guwahati,Malaria,64,35.0,74.0,5.2,2025,11
2025-11-13,Guwahati,Malaria,60,32.6,59.7,6.2,2025,11
2025-11-14,Guwahati,Malaria,66,29.3,55.0,3.7,2025,11
2025-11-15,Guwahati,Malaria,68,30.0,80.8,17.7,2025,11
2025-11-16,Guwahati,Malaria,70,32.7,70.1,5.7,2025,11
2025-11-17,Guwahati,Malaria,72,26.2,68.5,13.4,2025,11
2025-11-18,Guwahati,Malaria,75,26.0,72.0,9.7,2025,11
2025-11-19,Guwahati,Malaria,71,28.3,65.4,1.2,2025,11
2025-11-20,Guwahati,Malaria,64,32.8,73.2,0.0,2025,11
2025-11-21,Guwahati,Malaria,66,30.0,65.9,0.4,2025,11
2025-11-22,Guwahati,Malaria,73,26.6,70.4,1.3,2025,11
2025-11-23,Guwahati,Malaria,62,31.9,75.5,3.6,2025,11
2025-11-24,Guwahati,Malaria,73,31.7,72.3,1.2,2025,11
2025-11-25,Guwahati,Malaria,68,33.2,66.9,9.5,2025,11
2025-11-26,Guwahati,Malaria,66,30.2,64.7,10.7,2025,11
2025-11-27,Guwahati,Malaria,69,29.9,68.4,9.9,2025,11
2025-11-28,Guwahati,Malaria,65,29.2,83.8,6.7,2025,11
2025-11-29,Guwahati,Malaria,68,30.5,75.2,9.6,2025,11
2025-11-30,Guwahati,Malaria,70,30.7,73.6,6.7,2025,11
2025-12-01,Guwahati,Malaria,39,32.4,75.9,3.7,2025,12
2025-12-02,Guwahati,Malaria,51,30.3,77.9,23.7,2025,12
2025-12-03,Guwahati,Malaria,43,28.7,85.6,13.6,2025,12
2025-12-04,Guwahati,Malaria,48,34.9,87.9,2.8,2025,12
2025-12-05,Guwahati,Malaria,50,36.0,86.8,6.0,2025,12
2025-12-06,Guwahati,Malaria,50,33.5,70.1,5.5,2025,12
2025-12-07,Guwahati,Malaria,42,33.4,82.9,2.7,2025,12
2025-12-08,Guwahati,Malaria,40,30.6,64.3,0.5,2025,12
2025-12-09,Guwahati,Malaria,46,32.2,70.6,2.1,2025,12
2025-12-10,Guwahati,Malaria,52,27.3,73.3,2.3,2025,12
2025-12-11,Guwahati,Malaria,48,35.3,73.8,36.4,2025,12
2025-12-12,Guwahati,Malaria,42,34.1,62.4,9.1,2025,12
2025-12-13,Guwahati,Malaria,51,33.4,61.0,2.7,2025,12
2025-12-14,Guwahati,Malaria,42,24.2,73.1,1.4,2025,12
2025-12-15,Guwahati,Malaria,41,28.8,83.7,0.7,2025,12
2025-12-16,Guwahati,Malaria,43,29.9,78.8,18.6,2025,12
2025-12-17,Guwahati,Malaria,47,33.2,71.8,1.8,2025,12
2025-12-18,Guwahati,Malaria,49,30.7,68.1,6.7,2025,12
2025-12-19,Guwahati,Malaria,46,28.9,55.0,14.6,2025,12
2025-12-20,Guwahati,Malaria,41,25.3,75.3,6.9,2025,12
2025-12-21,Guwahati,Malaria,44,29.5,73.6,2.0,2025,12
2025-12-22,Guwahati,Malaria,46,28.9,75.3,0.3,2025,12
2025-12-23,Guwahati,Malaria,47,29.0,76.7,1.3,2025,12
2025-12-24,Guwahati,Malaria,51,29.2,75.5,7.2,2025,12
2025-12-25,Guwahati,Malaria,51,28.3,82.0,6.1,2025,12
2025-12-26,Guwahati,Malaria,46,30.4,74.8,1.9,2025,12
2025-12-27,Guwahati,Malaria,47,24.7,90.0,9.0,2025,12
2025-12-28,Guwahati,Malaria,44,30.3,84.7,2.7,2025,12
2025-12-29,Guwahati,Malaria,44,27.8,83.5,6.5,2025,12
2025-12-30,Guwahati,Malaria,40,30.8,75.6,10.8,2025,12
2025-12-31,Guwahati,Malaria,45,34.2,67.3,16.2,2025,12
2020-01-01,Guwahati,Cholera,14,20.3,82.4,23.4,2020,1
2020-01-02,Guwahati,Cholera,18,18.5,70.8,2.4,2020,1
2020-01-03,Guwahati,Cholera,13,11.0,77.2,0.5,2020,1
2020-01-04,Guwahati,Cholera,18,16.0,69.9,5.1,2020,1
2020-01-05,Guwahati,Cholera,13,11.3,73.6,7.4,2020,1
2020-01-06,Guwahati,Cholera,14,15.0,86.4,3.8,2020,1
2020-01-07,Guwahati,Cholera,15,12.8,71.4,3.8,2020,1
2020-01-08,Guwahati,Cholera,15,14.0,67.9,5.4,2020,1
2020-01-09,Guwahati,Cholera,15,18.7,74.4,8.1,2020,1
2020-01-10,Guwahati,Cholera,14,16.4,76.3,1.9,2020,1
2020-01-11,Guwahati,Cholera,16,21.3,79.8,9.4,2020,1
2020-01-12,Guwahati,Cholera,16,14.9,70.7,1.0,2020,1
2020-01-13,Guwahati,Cholera,14,13.5,89.5,4.5,2020,1
2020-01-14,Guwahati,Cholera,14,14.0,81.9,7.6,2020,1
2020-01-15,Guwahati,Cholera,16,18.6,63.9,6.3,2020,1
2020-01-16,Guwahati,Cholera,12,15.4,69.2,23.4,2020,1
2020-01-17,Guwahati,Cholera,15,19.3,70.8,9.0,2020,1
2020-01-18,Guwahati,Cholera,15,16.0,76.6,2.0,2020,1
2020-01-19,Guwahati,Cholera,18,10.0,79.8,5.3,2020,1
2020-01-20,Guwahati,Cholera,16,15.4,82.5,13.2,2020,1
2020-01-21,Guwahati,Cholera,12,13.9,75.2,2.3,2020,1
2020-01-22,Guwahati,Cholera,11,17.4,65.2,1.7,2020,1
2020-01-23,Guwahati,Cholera,17,21.0,81.2,2.5,2020,1
2020-01-24,Guwahati,Cholera,13,16.4,82.5,0.1,2020,1
2020-01-25,Guwahati,Cholera,15,12.5,78.2,0.5,2020,1
2020-01-26,Guwahati,Cholera,15,16.8,78.2,0.2,2020,1
2020-01-27,Guwahati,Cholera,13,17.0,70.3,3.6,2020,1
2020-01-28,Guwahati,Cholera,14,16.3,74.8,21.0,2020,1
2020-01-29,Guwahati,Cholera,14,15.2,77.7,6.7,2020,1
2020-01-30,Guwahati,Cholera,17,14.1,75.3,18.7,2020,1
2020-01-31,Guwahati,Cholera,15,13.5,74.2,1.4,2020,1
2020-02-01,Guwahati,Cholera,16,18.4,70.0,14.6,2020,2
2020-02-02,Guwahati,Cholera,13,18.2,68.2,15.5,2020,2
2020-02-03,Guwahati,Cholera,15,18.6,84.5,2.2,2020,2
2020-02-04,Guwahati,Cholera,16,16.9,72.0,8.5,2020,2
2020-02-05,Guwahati,Cholera,14,10.3,78.2,2.8,2020,2
2020-02-06,Guwahati,Cholera,16,18.6,80.1,1.9,2020,2
2020-02-07,Guwahati,Cholera,12,12.3,66.5,2.0,2020,2
2020-02-08,Guwahati,Cholera,15,15.2,66.4,6.3,2020,2
2020-02-09,Guwahati,Cholera,15,15.2,72.0,15.7,2020,2
2020-02-10,Guwahati,Cholera,16,13.8,75.1,14.2,2020,2
2020-02-11,Guwahati,Cholera,13,11.7,55.0,7.4,2020,2
2020-02-12,Guwahati,Cholera,16,17.4,79.6,9.1,2020,2
2020-02-13,Guwahati,Cholera,14,15.1,82.6,4.6,2020,2
2020-02-14,Guwahati,Cholera,14,17.8,82.1,15.6,2020,2
2020-02-15,Guwahati,Cholera,12,13.7,95.0,4.0,2020,2
2020-02-16,Guwahati,Cholera,17,16.0,72.0,9.6,2020,2
2020-02-17,Guwahati,Cholera,17,18.6,71.5,0.1,2020,2
2020-02-18,Guwahati,Cholera,16,18.2,91.1,13.5,2020,2
2020-02-19,Guwahati,Cholera,11,11.9,61.8,7.6,2020,2
2020-02-20,Guwahati,Cholera,13,16.0,88.6,5.5,2020,2
2020-02-21,Guwahati,Cholera,17,17.7,78.9,1.7,2020,2
2020-02-22,Guwahati,Cholera,15,16.8,75.1,3.4,2020,2
2020-02-23,Guwahati,Cholera,13,11.0,65.4,7.8,2020,2
2020-02-24,Guwahati,Cholera,14,17.7,73.4,6.3,2020,2
2020-02-25,Guwahati,Cholera,13,11.9,67.1,5.2,2020,2
2020-02-26,Guwahati,Cholera,20,16.6,70.2,15.7,2020,2
2020-02-27,Guwahati,Cholera,14,13.6,79.1,7.6,2020,2
2020-02-28,Guwahati,Cholera,15,15.5,65.0,1.3,2020,2
2020-02-29,Guwahati,Cholera,16,14.9,73.1,5.9,2020,2
2020-03-01,Guwahati,Cholera,23,15.6,80.9,4.9,2020,3
2020-03-02,Guwahati,Cholera,24,17.1,71.6,8.7,2020,3
2020-03-03,Guwahati,Cholera,23,18.4,80.9,10.3,2020,3
2020-03-04,Guwahati,Cholera,24,15.8,87.8,0.2,2020,3
2020-03-05,Guwahati,Cholera,20,17.9,74.3,2.0,2020,3
2020-03-06,Guwahati,Cholera,20,16.4,70.9,1.2,2020,3
2020-03-07,Guwahati,Cholera,25,18.0,70.1,22.2,2020,3
2020-03-08,Guwahati,Cholera,23,20.9,85.1,27.6,2020,3
2020-03-09,Guwahati,Cholera,20,19.2,84.6,2.3,2020,3
2020-03-10,Guwahati,Cholera,23,16.2,70.3,3.4,2020,3
2020-03-11,Guwahati,Cholera,23,18.6,80.3,41.3,2020,3
2020-03-12,Guwahati,Cholera,23,22.1,78.3,1.3,2020,3
2020-03-13,Guwahati,Cholera,23,26.1,70.9,18.1,2020,3
2020-03-14,Guwahati,Cholera,25,20.7,67.8,0.8,2020,3
2020-03-15,Guwahati,Cholera,23,21.8,75.9,2.2,2020,3
2020-03-16,Guwahati,Cholera,25,19.6,76.8,0.3,2020,3
2020-03-17,Guwahati,Cholera,25,21.6,81.1,15.1,2020,3
2020-03-18,Guwahati,Cholera,23,16.0,83.1,15.7,2020,3
2020-03-19,Guwahati,Cholera,20,17.0,75.8,3.3,2020,3
2020-03-20,Guwahati,Cholera,25,14.4,82.9,2.6,2020,3
2020-03-21,Guwahati,Cholera,20,19.7,71.9,11.1,2020,3
2020-03-22,Guwahati,Cholera,24,18.5,69.5,15.3,2020,3
2020-03-23,Guwahati,Cholera,21,18.3,87.7,4.4,2020,3
2020-03-24,Guwahati,Cholera,22,18.7,72.1,6.2,2020,3
2020-03-25,Guwahati,Cholera,23,16.7,72.1,7.8,2020,3
2020-03-26,Guwahati,Cholera,25,21.3,81.4,7.5,2020,3
2020-03-27,Guwahati,Cholera,22,15.5,83.8,1.3,2020,3
2020-03-28,Guwahati,Cholera,21,17.7,80.5,0.7,2020,3
2020-03-29,Guwahati,Cholera,22,20.8,66.4,9.9,2020,3
2020-03-30,Guwahati,Cholera,22,11.9,65.6,8.6,2020,3
2020-03-31,Guwahati,Cholera,21,16.7,64.6,66.3,2020,3
2020-04-01,Guwahati,Cholera,30,20.0,69.8,21.6,2020,4
2020-04-02,Guwahati,Cholera,29,23.2,85.2,2.0,2020,4
2020-04-03,Guwahati,Cholera,28,18.9,57.4,9.6,2020,4
2020-04-04,Guwahati,Cholera,28,18.9,81.7,2.1,2020,4
2020-04-05,Guwahati,Cholera,30,22.8,70.5,13.6,2020,4
2020-04-06,Guwahati,Cholera,30,21.4,73.3,11.3,2020,4
2020-04-07,Guwahati,Cholera,31,23.4,69.7,4.9,2020,4
2020-04-08,Guwahati,Cholera,28,15.4,66.1,2.5,2020,4
2020-04-09,Guwahati,Cholera,31,21.7,76.1,4.2,2020,4
2020-04-10,Guwahati,Cholera,31,16.6,79.7,0.3,2020,4
2020-04-11,Guwahati,Cholera,30,24.0,78.4,5.2,2020,4
2020-04-12,Guwahati,Cholera,32,18.9,72.6,8.6,2020,4
2020-04-13,Guwahati,Cholera,29,18.9,81.1,1.7,2020,4
2020-04-14,Guwahati,Cholera,30,17.9,80.4,4.1,2020,4
2020-04-15,Guwahati,Cholera,31,16.9,74.4,8.4,2020,4
2020-04-16,Guwahati,Cholera,31,17.3,68.7,3.1,2020,4
2020-04-17,Guwahati,Cholera,29,18.1,80.7,15.7,2020,4
2020-04-18,Guwahati,Cholera,31,18.7,73.6,5.3,2020,4
2020-04-19,Guwahati,Cholera,28,19.1,79.1,0.6,2020,4
2020-04-20,Guwahati,Cholera,30,22.7,74.1,3.4,2020,4
2020-04-21,Guwahati,Cholera,32,20.1,76.8,3.3,2020,4
2020-04-22,Guwahati,Cholera,31,22.2,78.6,3.6,2020,4
2020-04-23,Guwahati,Cholera,29,18.6,76.3,22.1,2020,4
2020-04-24,Guwahati,Cholera,28,24.0,81.8,0.9,2020,4
2020-04-25,Guwahati,Cholera,28,18.0,79.9,2.5,2020,4
2020-04-26,Guwahati,Cholera,29,22.1,82.1,7.0,2020,4
2020-04-27,Guwahati,Cholera,28,23.2,83.2,6.9,2020,4
2020-04-28,Guwahati,Cholera,30,22.3,72.0,0.6,2020,4
2020-04-29,Guwahati,Cholera,31,20.3,74.9,2.4,2020,4
2020-04-30,Guwahati,Cholera,30,20.0,81.6,7.3,2020,4
2020-05-01,Guwahati,Cholera,39,29.6,81.9,17.9,2020,5
2020-05-02,Guwahati,Cholera,39,22.5,77.1,14.7,2020,5
2020-05-03,Guwahati,Cholera,38,22.6,83.1,14.1,2020,5
2020-05-04,Guwahati,Cholera,38,21.3,86.2,4.4,2020,5
2020-05-05,Guwahati,Cholera,38,22.0,82.2,23.3,2020,5
2020-05-06,Guwahati,Cholera,38,19.8,81.2,5.9,2020,5
2020-05-07,Guwahati,Cholera,40,23.5,90.1,52.9,2020,5
2020-05-08,Guwahati,Cholera,36,16.6,75.4,12.3,2020,5
2020-05-09,Guwahati,Cholera,36,22.0,72.8,5.8,2020,5
2020-05-10,Guwahati,Cholera,35,20.1,85.8,19.2,2020,5
2020-05-11,Guwahati,Cholera,34,19.5,95.0,8.1,2020,5
2020-05-12,Guwahati,Cholera,34,18.1,93.1,18.9,2020,5
2020-05-13,Guwahati,Cholera,36,16.9,86.3,43.4,2020,5
2020-05-14,Guwahati,Cholera,39,21.1,86.7,6.1,2020,5
2020-05-15,Guwahati,Cholera,39,18.9,75.7,2.3,2020,5
2020-05-16,Guwahati,Cholera,41,23.1,80.2,6.9,2020,5
2020-05-17,Guwahati,Cholera,38,23.5,95.0,4.5,2020,5
2020-05-18,Guwahati,Cholera,38,19.7,92.0,8.3,2020,5
2020-05-19,Guwahati,Cholera,38,19.7,95.0,10.0,2020,5
2020-05-20,Guwahati,Cholera,38,25.5,92.6,44.2,2020,5
2020-05-21,Guwahati,Cholera,35,20.8,73.8,9.9,2020,5
2020-05-22,Guwahati,Cholera,40,21.4,83.0,13.7,2020,5
2020-05-23,Guwahati,Cholera,36,20.7,86.8,2.8,2020,5
2020-05-24,Guwahati,Cholera,71,20.8,81.9,14.8,2020,5
2020-05-25,Guwahati,Cholera,100,24.3,95.0,6.5,2020,5
2020-05-26,Guwahati,Cholera,132,20.1,91.1,3.6,2020,5
2020-05-27,Guwahati,Cholera,165,22.5,84.8,70.0,2020,5
2020-05-28,Guwahati,Cholera,195,16.5,93.2,10.0,2020,5
2020-05-29,Guwahati,Cholera,231,19.6,86.0,28.6,2020,5
2020-05-30,Guwahati,Cholera,262,26.1,76.2,10.6,2020,5
2020-05-31,Guwahati,Cholera,297,23.5,67.2,20.4,2020,5
2020-06-01,Guwahati,Cholera,326,17.9,89.4,4.2,2020,6
2020-06-02,Guwahati,Cholera,358,22.2,78.5,4.3,2020,6
2020-06-03,Guwahati,Cholera,393,26.3,81.8,22.2,2020,6
2020-06-04,Guwahati,Cholera,418,26.4,94.2,2.4,2020,6
2020-06-05,Guwahati,Cholera,454,22.7,94.7,14.3,2020,6
2020-06-06,Guwahati,Cholera,486,24.6,83.4,6.4,2020,6
2020-06-07,Guwahati,Cholera,451,18.7,72.6,53.1,2020,6
2020-06-08,Guwahati,Cholera,424,27.7,80.8,2.8,2020,6
2020-06-09,Guwahati,Cholera,388,21.4,91.1,28.6,2020,6
2020-06-10,Guwahati,Cholera,355,19.3,91.2,6.3,2020,6
2020-06-11,Guwahati,Cholera,328,29.7,93.1,7.1,2020,6
2020-06-12,Guwahati,Cholera,294,21.7,86.5,10.3,2020,6
2020-06-13,Guwahati,Cholera,261,21.3,91.3,1.6,2020,6
2020-06-14,Guwahati,Cholera,229,22.7,70.9,13.1,2020,6
2020-06-15,Guwahati,Cholera,196,26.9,94.5,23.1,2020,6
2020-06-16,Guwahati,Cholera,163,31.9,91.2,16.8,2020,6
2020-06-17,Guwahati,Cholera,133,28.6,85.2,8.2,2020,6
2020-06-18,Guwahati,Cholera,103,25.1,90.7,9.1,2020,6
2020-06-19,Guwahati,Cholera,67,20.3,88.3,29.4,2020,6
2020-06-20,Guwahati,Cholera,37,23.3,95.0,10.1,2020,6
2020-06-21,Guwahati,Cholera,37,24.0,75.8,16.5,2020,6
2020-06-22,Guwahati,Cholera,38,20.4,72.5,70.0,2020,6
2020-06-23,Guwahati,Cholera,38,18.0,80.3,7.1,2020,6
2020-06-24,Guwahati,Cholera,39,23.8,85.4,1.3,2020,6
2020-06-25,Guwahati,Cholera,39,23.4,74.2,14.8,2020,6
2020-06-26,Guwahati,Cholera,38,24.8,95.0,0.7,2020,6
2020-06-27,Guwahati,Cholera,40,18.2,92.3,21.8,2020,6
2020-06-28,Guwahati,Cholera,40,24.6,74.0,27.7,2020,6
2020-06-29,Guwahati,Cholera,36,22.4,92.0,4.5,2020,6
2020-06-30,Guwahati,Cholera,36,19.2,79.6,11.8,2020,6
2020-07-01,Guwahati,Cholera,39,25.4,75.7,2.0,2020,7
2020-07-02,Guwahati,Cholera,39,19.5,78.8,1.3,2020,7
2020-07-03,Guwahati,Cholera,38,22.4,77.4,0.8,2020,7
2020-07-04,Guwahati,Cholera,36,19.0,74.8,2.3,2020,7
2020-07-05,Guwahati,Cholera,38,23.8,85.5,7.8,2020,7
2020-07-06,Guwahati,Cholera,34,27.2,77.3,11.2,2020,7
2020-07-07,Guwahati,Cholera,38,24.9,80.5,27.8,2020,7
2020-07-08,Guwahati,Cholera,37,18.3,78.7,12.0,2020,7
2020-07-09,Guwahati,Cholera,36,22.1,75.7,4.3,2020,7
2020-07-10,Guwahati,Cholera,38,25.0,93.1,6.3,2020,7
2020-07-11,Guwahati,Cholera,38,21.2,75.3,3.2,2020,7
2020-07-12,Guwahati,Cholera,38,23.4,77.2,23.0,2020,7
2020-07-13,Guwahati,Cholera,41,24.0,73.1,40.8,2020,7
2020-07-14,Guwahati,Cholera,36,29.3,84.7,5.2,2020,7
2020-07-15,Guwahati,Cholera,34,26.1,80.3,3.8,2020,7
2020-07-16,Guwahati,Cholera,38,25.5,70.0,7.4,2020,7
2020-07-17,Guwahati,Cholera,39,26.0,81.6,9.0,2020,7
2020-07-18,Guwahati,Cholera,38,30.0,85.6,26.3,2020,7
2020-07-19,Guwahati,Cholera,34,25.4,83.7,29.3,2020,7
2020-07-20,Guwahati,Cholera,35,32.8,87.8,19.7,2020,7
2020-07-21,Guwahati,Cholera,39,21.5,80.6,54.0,2020,7
2020-07-22,Guwahati,Cholera,37,27.8,88.4,16.5,2020,7
2020-07-23,Guwahati,Cholera,35,24.5,95.0,19.3,2020,7
2020-07-24,Guwahati,Cholera,38,22.8,75.1,70.0,2020,7
2020-07-25,Guwahati,Cholera,39,26.8,93.9,19.0,2020,7
2020-07-26,Guwahati,Cholera,38,20.6,95.0,7.4,2020,7
2020-07-27,Guwahati,Cholera,38,19.7,77.8,11.3,2020,7
2020-07-28,Guwahati,Cholera,35,24.0,80.8,15.4,2020,7
2020-07-29,Guwahati,Cholera,39,30.1,91.2,5.5,2020,7
2020-07-30,Guwahati,Cholera,40,22.3,84.0,23.4,2020,7
2020-07-31,Guwahati,Cholera,35,26.7,84.2,3.7,2020,7
2020-08-01,Guwahati,Cholera,30,23.5,81.3,5.0,2020,8
2020-08-02,Guwahati,Cholera,29,26.4,71.5,3.6,2020,8
2020-08-03,Guwahati,Cholera,31,28.2,73.9,4.1,2020,8
2020-08-04,Guwahati,Cholera,27,26.5,70.9,4.8,2020,8
2020-08-05,Guwahati,Cholera,29,23.0,76.5,3.9,2020,8
2020-08-06,Guwahati,Cholera,30,29.8,71.2,9.4,2020,8
2020-08-07,Guwahati,Cholera,30,28.5,74.1,0.5,2020,8
2020-08-08,Guwahati,Cholera,31,24.2,61.4,10.0,2020,8
2020-08-09,Guwahati,Cholera,29,27.2,68.6,0.8,2020,8
2020-08-10,Guwahati,Cholera,27,26.6,74.8,13.0,2020,8
2020-08-11,Guwahati,Cholera,31,27.4,78.9,13.2,2020,8
2020-08-12,Guwahati,Cholera,33,26.4,61.6,5.9,2020,8
2020-08-13,Guwahati,Cholera,30,23.8,76.2,3.8,2020,8
2020-08-14,Guwahati,Cholera,30,31.8,72.9,7.1,2020,8
2020-08-15,Guwahati,Cholera,31,25.0,65.6,2.2,2020,8
2020-08-16,Guwahati,Cholera,30,21.8,77.8,2.7,2020,8
2020-08-17,Guwahati,Cholera,32,21.8,79.3,8.9,2020,8
2020-08-18,Guwahati,Cholera,28,25.9,79.1,1.7,2020,8
2020-08-19,Guwahati,Cholera,30,30.9,82.2,1.7,2020,8
2020-08-20,Guwahati,Cholera,30,21.3,76.3,1.9,2020,8
2020-08-21,Guwahati,Cholera,31,25.8,85.0,0.9,2020,8
2020-08-22,Guwahati,Cholera,31,24.3,66.8,4.4,2020,8
2020-08-23,Guwahati,Cholera,32,27.1,67.5,8.0,2020,8
2020-08-24,Guwahati,Cholera,29,31.7,67.4,22.8,2020,8
2020-08-25,Guwahati,Cholera,29,21.0,78.9,10.7,2020,8
2020-08-26,Guwahati,Cholera,32,23.6,71.9,15.8,2020,8
2020-08-27,Guwahati,Cholera,31,28.6,84.9,0.0,2020,8
2020-08-28,Guwahati,Cholera,29,28.7,67.9,17.5,2020,8
2020-08-29,Guwahati,Cholera,28,33.0,86.5,2.5,2020,8
2020-08-30,Guwahati,Cholera,29,23.4,82.8,1.8,2020,8
2020-08-31,Guwahati,Cholera,27,30.7,69.8,10.1,2020,8
2020-09-01,Guwahati,Cholera,23,28.1,73.6,3.1,2020,9
2020-09-02,Guwahati,Cholera,23,30.0,62.2,1.1,2020,9
2020-09-03,Guwahati,Cholera,21,24.9,88.4,4.4,2020,9
2020-09-04,Guwahati,Cholera,22,23.9,90.5,1.6,2020,9
2020-09-05,Guwahati,Cholera,22,29.7,79.8,0.5,2020,9
2020-09-06,Guwahati,Cholera,22,25.5,80.6,14.3,2020,9
2020-09-07,Guwahati,Cholera,23,33.0,84.0,3.1,2020,9
2020-09-08,Guwahati,Cholera,23,28.7,74.3,3.5,2020,9
2020-09-09,Guwahati,Cholera,25,22.2,69.5,26.9,2020,9
2020-09-10,Guwahati,Cholera,24,25.0,65.5,33.4,2020,9
2020-09-11,Guwahati,Cholera,20,26.5,84.6,2.7,2020,9
2020-09-12,Guwahati,Cholera,22,30.2,77.1,16.7,2020,9
2020-09-13,Guwahati,Cholera,22,24.4,59.3,9.8,2020,9
2020-09-14,Guwahati,Cholera,21,28.5,65.4,7.4,2020,9
2020-09-15,Guwahati,Cholera,22,29.9,69.3,14.4,2020,9
2020-09-16,Guwahati,Cholera,21,23.2,63.6,2.2,2020,9
2020-09-17,Guwahati,Cholera,22,29.4,73.9,24.6,2020,9
2020-09-18,Guwahati,Cholera,23,32.9,73.0,7.6,2020,9
2020-09-19,Guwahati,Cholera,22,23.9,76.4,2.1,2020,9
2020-09-20,Guwahati,Cholera,20,36.0,80.8,12.1,2020,9
2020-09-21,Guwahati,Cholera,25,28.8,68.4,3.2,2020,9
2020-09-22,Guwahati,Cholera,20,23.4,77.6,0.3,2020,9
2020-09-23,Guwahati,Cholera,23,27.7,76.1,5.9,2020,9
2020-09-24,Guwahati,Cholera,24,27.9,77.6,4.1,2020,9
2020-09-25,Guwahati,Cholera,22,29.3,85.9,0.0,2020,9
2020-09-26,Guwahati,Cholera,23,24.4,77.0,3.4,2020,9
2020-09-27,Guwahati,Cholera,22,24.9,72.2,2.6,2020,9
2020-09-28,Guwahati,Cholera,21,23.3,70.7,10.9,2020,9
2020-09-29,Guwahati,Cholera,22,26.1,61.8,0.4,2020,9
2020-09-30,Guwahati,Cholera,21,27.1,81.2,2.9,2020,9
2020-10-01,Guwahati,Cholera,14,26.9,77.9,19.5,2020,10
